id,cod_municipio,cod_vereda,departamento,municipio,vereda,vigencia,fuente,descripcion,seudonimos,area_ha,cod_dpto,observaciones
19717,5002,5002006,ANTIOQUIA,ABEJORRAL,CAÑAVERAL,2007,POT ABEJORRAL,NULL,1,"737,021009905",5,
19701,5002,5002007,ANTIOQUIA,ABEJORRAL,CARRIZALES,2007,POT ABEJORRAL,NULL,1,"875,901898917",5,
19706,5002,5002008,ANTIOQUIA,ABEJORRAL,CHAGUAL,2007,POT ABEJORRAL,NULL,1,"967,304180358",5,
19728,5002,5002009,ANTIOQUIA,ABEJORRAL,COMBIA,2007,POT ABEJORRAL,NULL,1,"341,058981181",5,
19682,5002,5002010,ANTIOQUIA,ABEJORRAL,CORINTO,2007,POT ABEJORRAL,NULL,1,"675,302142503",5,
19733,5002,5002011,ANTIOQUIA,ABEJORRAL,EL BUEY,2007,POT ABEJORRAL,NULL,1,"756,2929375",5,
19737,5002,5002012,ANTIOQUIA,ABEJORRAL,EL BUEY COLMENAS,2007,POT ABEJORRAL,NULL,1,"1092,66026057",5,
19692,5002,5002013,ANTIOQUIA,ABEJORRAL,EL CARMELO,2007,POT ABEJORRAL,NULL,1,"308,391547228",5,
19740,5002,5002014,ANTIOQUIA,ABEJORRAL,EL CARRIZAL,2007,POT ABEJORRAL,NULL,1,"52,1250785061",5,
19725,5002,5002015,ANTIOQUIA,ABEJORRAL,EL CHAGUALO,2007,POT ABEJORRAL,NULL,1,"939,910349274",5,
19687,5002,5002017,ANTIOQUIA,ABEJORRAL,EL GRANADILLO,2007,POT ABEJORRAL,NULL,1,"588,86261602",5,
19736,5002,5002019,ANTIOQUIA,ABEJORRAL,EL MORRON,2007,POT ABEJORRAL,NULL,1,"422,192762576",5,
19684,5002,5002020,ANTIOQUIA,ABEJORRAL,EL VERSUBIO,2007,POT ABEJORRAL,NULL,1,"1271,74321217",5,
19686,5002,5002021,ANTIOQUIA,ABEJORRAL,EL VOLCAN,2007,POT ABEJORRAL,NULL,1,"401,312735886",5,
19729,5002,5002023,ANTIOQUIA,ABEJORRAL,GUAYAQUIL,2007,POT ABEJORRAL,NULL,1,"835,382750882",5,
19697,5002,5002024,ANTIOQUIA,ABEJORRAL,LA BETULIA,2007,POT ABEJORRAL,NULL,1,"427,632354649",5,
19731,5002,5002025,ANTIOQUIA,ABEJORRAL,LA CASCADA,2007,POT ABEJORRAL,NULL,1,"846,380792137",5,
19693,5002,5002026,ANTIOQUIA,ABEJORRAL,LA CIRCITA,2007,POT ABEJORRAL,NULL,1,"552,926308829",5,
19716,5002,5002027,ANTIOQUIA,ABEJORRAL,LA CORDILLERA,2007,POT ABEJORRAL,NULL,1,"1073,87464627",5,
19698,5002,5002028,ANTIOQUIA,ABEJORRAL,LA ESPERANZA,2007,POT ABEJORRAL,NULL,1,"501,128552765",5,
19700,5002,5002029,ANTIOQUIA,ABEJORRAL,LA FLORIDA,2007,POT ABEJORRAL,NULL,1,"254,825854755",5,
19718,5002,5002030,ANTIOQUIA,ABEJORRAL,LA LABOR,2007,POT ABEJORRAL,NULL,1,"2136,64046331",5,
19726,5002,5002031,ANTIOQUIA,ABEJORRAL,LA LOMA,2007,POT ABEJORRAL,NULL,1,"482,107482924",5,
19688,5002,5002032,ANTIOQUIA,ABEJORRAL,LA NUBIA,2007,POT ABEJORRAL,NULL,1,"214,386205493",5,
19721,5002,5002033,ANTIOQUIA,ABEJORRAL,LA PEÑA,2007,POT ABEJORRAL,NULL,1,"557,718177263",5,
19685,5002,5002034,ANTIOQUIA,ABEJORRAL,LA PERDIDA,2007,POT ABEJORRAL,NULL,1,"617,661129744",5,
19695,5002,5002035,ANTIOQUIA,ABEJORRAL,LA POLKA,2007,POT ABEJORRAL,NULL,1,"484,574393437",5,
19704,5002,5002036,ANTIOQUIA,ABEJORRAL,LA PRIMAVERA,2007,POT ABEJORRAL,NULL,1,"328,972804152",5,
19739,5002,5002037,ANTIOQUIA,ABEJORRAL,LA SALTADERA,2007,POT ABEJORRAL,NULL,1,"552,239841431",5,
19694,5002,5002038,ANTIOQUIA,ABEJORRAL,LA SAMARIA,2007,POT ABEJORRAL,NULL,1,"294,054300202",5,
19723,5002,5002039,ANTIOQUIA,ABEJORRAL,LA VICTORIA,2007,POT ABEJORRAL,NULL,1,"1577,62154559",5,
19696,5002,5002040,ANTIOQUIA,ABEJORRAL,LLANADAS,2007,POT ABEJORRAL,NULL,1,"1880,68529143",5,
19689,5002,5002041,ANTIOQUIA,ABEJORRAL,LLANO GRANDE,2007,POT ABEJORRAL,NULL,1,"824,40325876",5,
19720,5002,5002042,ANTIOQUIA,ABEJORRAL,LOMA PARTE BAJA,2007,POT ABEJORRAL,NULL,1,"529,63970721",5,
19722,5002,5002043,ANTIOQUIA,ABEJORRAL,LOS RASTROJOS,2007,POT ABEJORRAL,NULL,1,"343,475574545",5,
19681,5002,5002044,ANTIOQUIA,ABEJORRAL,MATA DE GUADUA,2007,POT ABEJORRAL,NULL,1,"120,635435546",5,
19690,5002,5002045,ANTIOQUIA,ABEJORRAL,MONTEL ORO - EL REPOSO,2007,POT ABEJORRAL,CON CENTRO POBLADO,1,"786,33933009",5,
19712,5002,5002046,ANTIOQUIA,ABEJORRAL,MORRO GORDO,2007,POT ABEJORRAL,NULL,1,"841,54406756",5,
19703,5002,5002048,ANTIOQUIA,ABEJORRAL,PANTANO NEGRO,2007,POT ABEJORRAL,NULL,1,"559,932687778",5,
19711,5002,5002049,ANTIOQUIA,ABEJORRAL,PIEDRA CANELA,2007,POT ABEJORRAL,NULL,1,"2102,80923631",5,
19683,5002,5002051,ANTIOQUIA,ABEJORRAL,PURINA,2007,POT ABEJORRAL,NULL,1,"1336,23713053",5,
19730,5002,5002055,ANTIOQUIA,ABEJORRAL,SAN BARTOLO,2007,POT ABEJORRAL,NULL,1,"1438,59196782",5,
19691,5002,5002056,ANTIOQUIA,ABEJORRAL,SAN BERNARDO,2007,POT ABEJORRAL,NULL,1,"750,823641726",5,
19715,5002,5002057,ANTIOQUIA,ABEJORRAL,SAN JOSE,2007,POT ABEJORRAL,NULL,1,"162,435422208",5,
19732,5002,5002058,ANTIOQUIA,ABEJORRAL,SAN LUIS,2007,POT ABEJORRAL,NULL,1,"469,272414084",5,
19738,5002,5002059,ANTIOQUIA,ABEJORRAL,SAN PEDRO,2007,POT ABEJORRAL,NULL,1,"512,172388819",5,
19707,5002,5002060,ANTIOQUIA,ABEJORRAL,SAN VICENTE,2007,POT ABEJORRAL,NULL,1,"429,64842697",5,
19709,5002,5002061,ANTIOQUIA,ABEJORRAL,SANTA  ANA,2007,POT ABEJORRAL,NULL,1,"266,001917507",5,
19734,5002,5002062,ANTIOQUIA,ABEJORRAL,SANTA CATALINA,2007,POT ABEJORRAL,NULL,1,"1045,16479339",5,
19680,5002,5002063,ANTIOQUIA,ABEJORRAL,SOTAYAC,2007,POT ABEJORRAL,NULL,1,"69,3740517776",5,
19741,5002,5002001,ANTIOQUIA,ABEJORRAL,VEREDA ALTAMIRA,2007,POT ABEJORRAL,NULL,1,"215,701816811",5,
19727,5002,5002002,ANTIOQUIA,ABEJORRAL,VEREDA ALTO BONITO,2007,POT ABEJORRAL,NULL,1,"181,703566237",5,
19702,5002,5002003,ANTIOQUIA,ABEJORRAL,VEREDA ALTO DE LETRAS,2007,POT ABEJORRAL,NULL,1,"253,136187515",5,
19713,5002,5002004,ANTIOQUIA,ABEJORRAL,VEREDA AURES ARRIBA,2007,POT ABEJORRAL,NULL,1,"2030,30838924",5,
19719,5002,5002005,ANTIOQUIA,ABEJORRAL,VEREDA AURES EL SILENCIO,2007,POT ABEJORRAL,NULL,1,"588,828639578",5,
19735,5002,5002052,ANTIOQUIA,ABEJORRAL,VEREDA QUEBRADANEGRA,2007,POT ABEJORRAL,NULL,1,"2126,19066117",5,
19708,5002,5002053,ANTIOQUIA,ABEJORRAL,VEREDA QUEBRADONA ABAJO,2007,POT ABEJORRAL,NULL,1,"619,49809505",5,
19710,5002,5002054,ANTIOQUIA,ABEJORRAL,VEREDA QUEBRADONA ARRIBA,2007,POT ABEJORRAL,NULL,1,"795,231350498",5,
19724,5002,5002064,ANTIOQUIA,ABEJORRAL,VEREDA YARUMAL,2007,POT ABEJORRAL,NULL,1,"1599,88246072",5,
18117,54003,54003001,NORTE DE SANTANDER,ÁBREGO,ABREGO,2012,POT ABREGO,NULL,1,"343,641581317",54,
18108,54003,54003002,NORTE DE SANTANDER,ÁBREGO,BELLAVISTA,2012,POT ABREGO,NULL,1,"524,879706951",54,
18156,54003,54003004,NORTE DE SANTANDER,ÁBREGO,BORRA,2012,POT ABREGO,NULL,1,"1676,24384236",54,
18146,54003,54003005,NORTE DE SANTANDER,ÁBREGO,BORRA PARTE BAJA,2012,POT ABREGO,NULL,1,"1309,84792135",54,
18062,54003,54003006,NORTE DE SANTANDER,ÁBREGO,BRISAS DEL PARAMO,2012,POT ABREGO,NULL,1,"2770,56970302",54,
18118,54003,54003007,NORTE DE SANTANDER,ÁBREGO,BRISAS DEL TARRA,2012,POT ABREGO,NULL,1,"1091,01877576",54,
18168,54003,54003003,NORTE DE SANTANDER,ÁBREGO,BUENAVISTA,2012,POT ABREGO,NULL,1,"424,252609752",54,
18085,54003,54003008,NORTE DE SANTANDER,ÁBREGO,CAMPANARIO,2012,POT ABREGO,NULL,1,"327,942299507",54,
18049,54003,54003009,NORTE DE SANTANDER,ÁBREGO,CANOAS,2012,POT ABREGO,NULL,1,"2360,49701608",54,
18161,54003,54003010,NORTE DE SANTANDER,ÁBREGO,CANUTILLO,2012,POT ABREGO,NULL,1,"925,150081209",54,
18122,54003,54003011,NORTE DE SANTANDER,ÁBREGO,CAPITAN LARGO,2012,POT ABREGO,NULL,1,"505,853480946",54,
18107,54003,54003012,NORTE DE SANTANDER,ÁBREGO,CASA DE TEJA,2012,POT ABREGO,NULL,1,"314,57174399",54,
18139,54003,54003014,NORTE DE SANTANDER,ÁBREGO,CHAPINERO,2012,POT ABREGO,NULL,1,"888,221918001",54,
18074,54003,54003015,NORTE DE SANTANDER,ÁBREGO,CUESTABOBA,2012,POT ABREGO,NULL,1,"2771,64808554",54,
18104,54003,54003016,NORTE DE SANTANDER,ÁBREGO,EL ANICILLO,2012,POT ABREGO,NULL,1,"187,694504358",54,
18137,54003,54003017,NORTE DE SANTANDER,ÁBREGO,EL ARADO,2012,POT ABREGO,NULL,1,"922,356265298",54,
18076,54003,54003018,NORTE DE SANTANDER,ÁBREGO,EL ARBOLITO,2012,POT ABREGO,NULL,1,"983,653350095",54,
18071,54003,54003019,NORTE DE SANTANDER,ÁBREGO,EL CASTILLO,2012,POT ABREGO,NULL,1,"920,559931407",54,
18089,54003,54003020,NORTE DE SANTANDER,ÁBREGO,EL CHORRO,2012,POT ABREGO,NULL,1,"3121,67788725",54,
18116,54003,54003021,NORTE DE SANTANDER,ÁBREGO,EL DOCE,2012,POT ABREGO,NULL,1,"482,73649817",54,
18077,54003,54003023,NORTE DE SANTANDER,ÁBREGO,EL HARAGANAZO,2012,POT ABREGO,NULL,1,"1098,46649617",54,
18147,54003,54003024,NORTE DE SANTANDER,ÁBREGO,EL HIGUERON,2012,POT ABREGO,NULL,1,"1050,98455729",54,
18123,54003,54003025,NORTE DE SANTANDER,ÁBREGO,EL HOYO,2012,POT ABREGO,NULL,1,"695,455500473",54,
18166,54003,54003026,NORTE DE SANTANDER,ÁBREGO,EL LLANON,2012,POT ABREGO,NULL,1,"440,635609587",54,
18132,54003,54003028,NORTE DE SANTANDER,ÁBREGO,EL MOLINO,2012,POT ABREGO,NULL,1,"667,397171732",54,
18064,54003,54003029,NORTE DE SANTANDER,ÁBREGO,EL MORRON,2012,POT ABREGO,NULL,1,"975,815329572",54,
18059,54003,54003030,NORTE DE SANTANDER,ÁBREGO,EL PARAMO,2012,POT ABREGO,NULL,1,"2779,83699113",54,
18111,54003,54003031,NORTE DE SANTANDER,ÁBREGO,EL POTRERO,2012,POT ABREGO,NULL,1,"275,287279443",54,
18084,54003,54003032,NORTE DE SANTANDER,ÁBREGO,EL POZO,2012,POT ABREGO,NULL,1,"888,105704484",54,
18069,54003,54003033,NORTE DE SANTANDER,ÁBREGO,EL RAMO,2012,POT ABREGO,NULL,1,"1076,55580803",54,
18133,54003,54003034,NORTE DE SANTANDER,ÁBREGO,EL REMOLINO,2012,POT ABREGO,NULL,1,"1802,87438081",54,
18115,54003,54003035,NORTE DE SANTANDER,ÁBREGO,EL RINCON,2012,POT ABREGO,NULL,1,"368,334426522",54,
18066,54003,54003036,NORTE DE SANTANDER,ÁBREGO,EL ROBLE,2012,POT ABREGO,NULL,1,"1932,76897428",54,
18081,54003,54003037,NORTE DE SANTANDER,ÁBREGO,EL RODEO,2012,POT ABREGO,NULL,1,"750,703623809",54,
18119,54003,54003038,NORTE DE SANTANDER,ÁBREGO,EL ROSARIO,2012,POT ABREGO,NULL,1,"285,299805759",54,
18127,54003,54003039,NORTE DE SANTANDER,ÁBREGO,EL SALADO,2012,POT ABREGO,NULL,1,"253,68160638",54,
18125,54003,54003040,NORTE DE SANTANDER,ÁBREGO,EL SOLTADERO,2012,POT ABREGO,NULL,1,"678,994262627",54,
18072,54003,54003043,NORTE DE SANTANDER,ÁBREGO,EL TIGRE,2012,POT ABREGO,NULL,1,"1224,36111416",54,
18100,54003,54003044,NORTE DE SANTANDER,ÁBREGO,EL TIROL,2012,POT ABREGO,NULL,1,"219,068552418",54,
18056,54003,54003045,NORTE DE SANTANDER,ÁBREGO,EL TRAPICHERO,2012,POT ABREGO,NULL,1,"1449,50557254",54,
18082,54003,54003046,NORTE DE SANTANDER,ÁBREGO,EL UVITO,2012,POT ABREGO,NULL,1,"326,981376369",54,
18152,54003,54003047,NORTE DE SANTANDER,ÁBREGO,FRACCION PAVEZ,2012,POT ABREGO,NULL,1,"1516,60009629",54,
18075,54003,54003048,NORTE DE SANTANDER,ÁBREGO,GAIRA,2012,POT ABREGO,NULL,1,"3618,9992639",54,
18121,54003,54003049,NORTE DE SANTANDER,ÁBREGO,GALLINETA,2012,POT ABREGO,NULL,1,"373,777768028",54,
18165,54003,54003050,NORTE DE SANTANDER,ÁBREGO,HOYO PLON,2012,POT ABREGO,NULL,1,"1254,2291278",54,
18143,54003,54003051,NORTE DE SANTANDER,ÁBREGO,LA AGUADA,2012,POT ABREGO,NULL,1,"1352,00579516",54,
18094,54003,54003053,NORTE DE SANTANDER,ÁBREGO,LA CALERA,2012,POT ABREGO,NULL,1,"483,874178316",54,
18054,54003,54003056,NORTE DE SANTANDER,ÁBREGO,LA ISLA,2012,POT ABREGO,NULL,1,"871,34030467",54,
18141,54003,54003057,NORTE DE SANTANDER,ÁBREGO,LA LABRANZA,2012,POT ABREGO,NULL,1,"519,114524841",54,
18164,54003,54003059,NORTE DE SANTANDER,ÁBREGO,LA MOTILONA,2012,POT ABREGO,NULL,1,"772,087979452",54,
18065,54003,54003060,NORTE DE SANTANDER,ÁBREGO,LA PALMITA,2012,POT ABREGO,NULL,1,"1234,09757103",54,
18063,54003,54003061,NORTE DE SANTANDER,ÁBREGO,LA PRIMAVERA,2012,POT ABREGO,NULL,1,"2520,32949768",54,
18095,54003,54003063,NORTE DE SANTANDER,ÁBREGO,LA SOLEDAD,2012,POT ABREGO,NULL,1,"932,601325003",54,
18162,54003,54003065,NORTE DE SANTANDER,ÁBREGO,LA TROCHA,2012,POT ABREGO,NULL,1,"809,094186886",54,
18080,54003,54003066,NORTE DE SANTANDER,ÁBREGO,LAS GUAMAS,2012,POT ABREGO,NULL,1,"834,563202832",54,
18083,54003,54003067,NORTE DE SANTANDER,ÁBREGO,LAS LAJAS,2012,POT ABREGO,NULL,1,"311,158607368",54,
18150,54003,54003068,NORTE DE SANTANDER,ÁBREGO,LAS MACIEGAS,2012,POT ABREGO,NULL,1,"821,830449239",54,
18124,54003,54003069,NORTE DE SANTANDER,ÁBREGO,LAS ROJAS,2012,POT ABREGO,NULL,1,"866,764210219",54,
18154,54003,54003070,NORTE DE SANTANDER,ÁBREGO,LAS VEGAS,2012,POT ABREGO,NULL,1,"430,708523111",54,
18110,54003,54003071,NORTE DE SANTANDER,ÁBREGO,LLANO ALTO,2012,POT ABREGO,NULL,1,"334,505582308",54,
18114,54003,54003072,NORTE DE SANTANDER,ÁBREGO,LLANO SUAREZ,2012,POT ABREGO,NULL,1,"677,090003075",54,
18090,54003,54003073,NORTE DE SANTANDER,ÁBREGO,LOMA DE PAJA,2012,POT ABREGO,NULL,1,"1386,6628831",54,
18153,54003,54003074,NORTE DE SANTANDER,ÁBREGO,LOMA DE TARRA,2012,POT ABREGO,NULL,1,"589,133605326",54,
18050,54003,54003075,NORTE DE SANTANDER,ÁBREGO,LOMA VERDE,2012,POT ABREGO,NULL,1,"3434,73269827",54,
18105,54003,54003076,NORTE DE SANTANDER,ÁBREGO,LOS ASIENTOS,2012,POT ABREGO,NULL,1,"578,587419832",54,
18136,54003,54003077,NORTE DE SANTANDER,ÁBREGO,LOS CEDROS,2012,POT ABREGO,NULL,1,"2424,80688968",54,
18155,54003,54003078,NORTE DE SANTANDER,ÁBREGO,LOS HIGUEROS,2012,POT ABREGO,NULL,1,"601,303998417",54,
18078,54003,54003079,NORTE DE SANTANDER,ÁBREGO,LOS INDIOS,2012,POT ABREGO,NULL,1,"1901,82908433",54,
18130,54003,54003080,NORTE DE SANTANDER,ÁBREGO,LOS LLANITOS,2012,POT ABREGO,NULL,1,"633,871415768",54,
18163,54003,54003081,NORTE DE SANTANDER,ÁBREGO,LOS MILAGROS,2012,POT ABREGO,NULL,1,"730,570704304",54,
18149,54003,54003082,NORTE DE SANTANDER,ÁBREGO,LOS OSOS,2012,POT ABREGO,NULL,1,"1965,66680726",54,
18128,54003,54003083,NORTE DE SANTANDER,ÁBREGO,LOS PINITOS,2012,POT ABREGO,NULL,1,"612,54218242",54,
18093,54003,54003084,NORTE DE SANTANDER,ÁBREGO,MATA DE FIQUE,2012,POT ABREGO,NULL,1,"479,095669189",54,
18070,54003,54003085,NORTE DE SANTANDER,ÁBREGO,MONTEBELLO,2012,POT ABREGO,NULL,1,"1100,4980945",54,
18057,54003,54003087,NORTE DE SANTANDER,ÁBREGO,NUEVO SOL,2012,POT ABREGO,NULL,1,"2640,54861683",54,
18135,54003,54003088,NORTE DE SANTANDER,ÁBREGO,OROPOMA,2012,POT ABREGO,NULL,1,"408,735004147",54,
18099,54003,54003089,NORTE DE SANTANDER,ÁBREGO,OROQUE PARTE ALTA,2012,POT ABREGO,NULL,1,"888,105561461",54,
18068,54003,54003090,NORTE DE SANTANDER,ÁBREGO,PAEZ,2012,POT ABREGO,NULL,1,"1364,84540953",54,
18140,54003,54003091,NORTE DE SANTANDER,ÁBREGO,PALMIRA,2012,POT ABREGO,NULL,1,"3003,28274509",54,
18157,54003,54003092,NORTE DE SANTANDER,ÁBREGO,PALO PAVEZ,2012,POT ABREGO,NULL,1,"1541,24952645",54,
18120,54003,54003093,NORTE DE SANTANDER,ÁBREGO,PALOQUEMADO,2012,POT ABREGO,NULL,1,"431,690170483",54,
18101,54003,54003094,NORTE DE SANTANDER,ÁBREGO,PARAMILLO,2012,POT ABREGO,NULL,1,"3378,73181442",54,
18052,54003,54003095,NORTE DE SANTANDER,ÁBREGO,PARAMITO,2012,POT ABREGO,NULL,1,"1708,10086463",54,
18088,54003,54003096,NORTE DE SANTANDER,ÁBREGO,PERICO,2012,POT ABREGO,NULL,1,"617,670472145",54,
18055,54003,54003097,NORTE DE SANTANDER,ÁBREGO,PLAYONCITOS,2012,POT ABREGO,NULL,1,"1350,83391687",54,
18158,54003,54003098,NORTE DE SANTANDER,ÁBREGO,POTRERO NUEVO,2012,POT ABREGO,NULL,1,"610,470601593",54,
18113,54003,54003099,NORTE DE SANTANDER,ÁBREGO,QUEBRADA DE PARAMILLO,2012,POT ABREGO,NULL,1,"1195,28791911",54,
18053,54003,54003100,NORTE DE SANTANDER,ÁBREGO,QUEBRADA DEL PARAMO,2012,POT ABREGO,NULL,1,"1160,14934447",54,
18096,54003,54003101,NORTE DE SANTANDER,ÁBREGO,QUEBRADITAS,2012,POT ABREGO,NULL,1,"957,216221563",54,
18091,54003,54003102,NORTE DE SANTANDER,ÁBREGO,REPRESA OROCUE,2012,POT ABREGO,NULL,1,"1185,81408989",54,
18092,54003,54003103,NORTE DE SANTANDER,ÁBREGO,RIO CALIENTE,2012,POT ABREGO,NULL,1,"453,221996484",54,
18103,54003,54003104,NORTE DE SANTANDER,ÁBREGO,RIO FRIO,2012,POT ABREGO,NULL,1,"390,929500363",54,
18086,54003,54003105,NORTE DE SANTANDER,ÁBREGO,SAN JAVIER,2012,POT ABREGO,NULL,1,"459,143784225",54,
18169,54003,54003106,NORTE DE SANTANDER,ÁBREGO,SAN JUAN,2012,POT ABREGO,NULL,1,"942,861654433",54,
18051,54003,54003107,NORTE DE SANTANDER,ÁBREGO,SAN JUAN BAUTISTA,2012,POT ABREGO,NULL,1,"781,511916997",54,
18167,54003,54003108,NORTE DE SANTANDER,ÁBREGO,SAN LUIS,2012,POT ABREGO,NULL,1,"1448,5348377",54,
18126,54003,54003109,NORTE DE SANTANDER,ÁBREGO,SAN MIGUEL,2012,POT ABREGO,NULL,1,"240,286631833",54,
18129,54003,54003110,NORTE DE SANTANDER,ÁBREGO,SAN MIGUEL DEL OTRO LADO,2012,POT ABREGO,NULL,1,"568,510679998",54,
18097,54003,54003112,NORTE DE SANTANDER,ÁBREGO,SANTA LUCIA,2012,POT ABREGO,NULL,1,"1122,83371968",54,
18109,54003,54003113,NORTE DE SANTANDER,ÁBREGO,SANTA RITA,2012,POT ABREGO,NULL,1,"580,128643252",54,
18144,54003,54003114,NORTE DE SANTANDER,ÁBREGO,SECTOR LOS CUROS,2012,POT ABREGO,NULL,1,"354,352369368",54,
18142,54003,54003115,NORTE DE SANTANDER,ÁBREGO,SITIO NUEVO,2012,POT ABREGO,NULL,1,"919,081502696",54,
18061,54003,54003116,NORTE DE SANTANDER,ÁBREGO,TAGUAS,2012,POT ABREGO,NULL,1,"1928,8079385",54,
18087,54003,54003117,NORTE DE SANTANDER,ÁBREGO,TARRA VIEJO,2012,POT ABREGO,NULL,1,"3707,58455453",54,
18131,54003,54003118,NORTE DE SANTANDER,ÁBREGO,URAMA,2012,POT ABREGO,NULL,1,"3583,1506788",54,
18159,54003,54003119,NORTE DE SANTANDER,ÁBREGO,VEGA DEL TIGRE,2012,POT ABREGO,NULL,1,"1983,93483741",54,
18138,54003,54003120,NORTE DE SANTANDER,ÁBREGO,VILLA NUEVA,2012,POT ABREGO,NULL,1,"1464,19300427",54,
18067,54003,54003121,NORTE DE SANTANDER,ÁBREGO,VUELTA DE LA MARÍA,2012,POT ABREGO,NULL,1,"646,590703583",54,
19745,5004,5004001,ANTIOQUIA,ABRIAQUÍ,CORCOBADO,2007,GOBERNACIÓN,NULL,1,"6506,92768738",5,
19744,5004,5004002,ANTIOQUIA,ABRIAQUÍ,EL CEJEN,2007,GOBERNACIÓN,NULL,1,"601,284956156",5,
19751,5004,5004004,ANTIOQUIA,ABRIAQUÍ,LA NANCUY,2007,GOBERNACIÓN,NULL,1,"2836,58660202",5,
19753,5004,5004005,ANTIOQUIA,ABRIAQUÍ,LA TIMOTEA,2007,GOBERNACIÓN,NULL,1,"564,183585111",5,
19747,5004,5004006,ANTIOQUIA,ABRIAQUÍ,LAS JUNTAS,2007,GOBERNACIÓN,NULL,1,"2544,30621754",5,
19746,5004,5004007,ANTIOQUIA,ABRIAQUÍ,MONOS,2007,GOBERNACIÓN,NULL,1,"2393,8759631",5,
19748,5004,5004008,ANTIOQUIA,ABRIAQUÍ,PIEDRAS,2007,GOBERNACIÓN,NULL,1,"3518,33555212",5,
19749,5004,5004009,ANTIOQUIA,ABRIAQUÍ,POTREROS,2007,GOBERNACIÓN,NULL,1,"2208,98303579",5,
19743,5004,5004010,ANTIOQUIA,ABRIAQUÍ,SAN JOSÉ,2007,GOBERNACIÓN,NULL,1,"2429,68648456",5,
24017,5004,5004011,ANTIOQUIA,ABRIAQUÍ,SAN RUPERTO,2007,GOBERNACIÓN,NULL,1,"3982,61999322",5,
19750,5004,5004012,ANTIOQUIA,ABRIAQUÍ,SANTA TERESA,2007,GOBERNACIÓN,NULL,1,"1377,20926813",5,
16842,50006,50006003,META,ACACÍAS,BRISAS DEL GUAYURIBA,2009,EOT_ACACIAS,NULL,1,"1058,02671063",50,
16824,50006,50006004,META,ACACÍAS,CAÑO HONDO,2009,EOT_ACACIAS,NULL,1,"3395,73287974",50,
16843,50006,50006005,META,ACACÍAS,COLONIA PENAL DE ORIENTE,2009,EOT_ACACIAS,NULL,1,"5817,61962095",50,
16817,50006,50006008,META,ACACÍAS,EL CENTRO,2009,EOT_ACACIAS,NULL,1,"934,233199901",50,
16825,50006,50006009,META,ACACÍAS,EL PLAYON,2009,EOT_ACACIAS,NULL,1,"624,122266405",50,
16819,50006,50006010,META,ACACÍAS,EL RECREO,2009,EOT_ACACIAS,NULL,1,"751,354167464",50,
16830,50006,50006011,META,ACACÍAS,EL RESGUARDO,2009,EOT_ACACIAS,NULL,1,"650,331158515",50,
16837,50006,50006012,META,ACACÍAS,EL ROSARIO,2009,EOT_ACACIAS,NULL,1,"827,234293568",50,
16806,50006,50006013,META,ACACÍAS,EL TRIUNFO,2009,EOT_ACACIAS,NULL,1,"972,153459181",50,
16815,50006,50006015,META,ACACÍAS,LA CECILITA,2009,EOT_ACACIAS,NULL,1,"765,602531815",50,
16820,50006,50006016,META,ACACÍAS,LA ESMERALDA,2009,EOT_ACACIAS,NULL,1,"2822,77097618",50,
16827,50006,50006017,META,ACACÍAS,LA PALMA,2009,EOT_ACACIAS,NULL,1,"607,080801148",50,
16838,50006,50006018,META,ACACÍAS,LA PRADERA,2009,EOT_ACACIAS,NULL,1,"69,6157118359",50,
16811,50006,50006019,META,ACACÍAS,LA PRIMAVERA,2009,EOT_ACACIAS,NULL,1,"6566,83890364",50,
16849,50006,50006020,META,ACACÍAS,LABERINTO,2009,EOT_ACACIAS,NULL,1,"2658,39900807",50,
16832,50006,50006021,META,ACACÍAS,LAS BLANCAS,2009,EOT_ACACIAS,NULL,1,"2634,81030412",50,
16835,50006,50006022,META,ACACÍAS,LAS MARGARITAS,2009,EOT_ACACIAS,NULL,1,"1051,77205162",50,
16851,50006,50006023,META,ACACÍAS,LIBANO,2009,EOT_ACACIAS,NULL,1,"2263,69925726",50,
16844,50006,50006024,META,ACACÍAS,LOMA DE SAN JUAN,2009,EOT_ACACIAS,NULL,1,"3504,61832125",50,
16810,50006,50006025,META,ACACÍAS,LOMA DE TIGRE,2009,EOT_ACACIAS,NULL,1,"926,042750445",50,
16841,50006,50006026,META,ACACÍAS,LOMA DEL PAÑUELO,2009,EOT_ACACIAS,NULL,1,"247,262183079",50,
16850,50006,50006027,META,ACACÍAS,LOS PINOS,2009,EOT_ACACIAS,NULL,1,"1334,56772362",50,
16808,50006,50006029,META,ACACÍAS,MONTEBELLO,2009,EOT_ACACIAS,NULL,1,"1088,55771671",50,
16829,50006,50006030,META,ACACÍAS,MONTELIBANO,2009,EOT_ACACIAS,NULL,1,"2526,76347114",50,
16807,50006,50006031,META,ACACÍAS,PATIO BONITO,2009,EOT_ACACIAS,NULL,1,"1718,19727497",50,
16852,50006,50006032,META,ACACÍAS,PORTACHUELO,2009,EOT_ACACIAS,NULL,1,"2059,4291533",50,
16821,50006,50006034,META,ACACÍAS,RANCHO GRANDE,2009,EOT_ACACIAS,NULL,1,"679,388053803",50,
16834,50006,50006035,META,ACACÍAS,SAN CAYETANO,2009,EOT_ACACIAS,NULL,1,"4125,01218236",50,
